,source,target,total_freq,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
266,6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,6,2,21,0,3,3,3,3,3,3,3,13,13,13,13,13,13,21,21,21,21,21,21,21
268,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
269,6,5,113,0,10,11,11,11,11,11,11,11,11,11,11,11,11,11,107,113,113,113,113,113
270,6,8,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3
271,6,9,44,0,0,0,0,0,1,1,1,21,21,21,21,21,21,22,44,44,44,44,44,44
272,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4
273,6,12,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
274,6,14,174,0,2,2,2,2,2,171,171,172,172,174,174,174,174,174,174,174,174,174,174,174
275,6,15,114,0,104,104,104,105,105,105,105,105,105,105,105,105,105,113,113,113,114,114,114,114
276,6,16,22,0,2,2,2,2,2,3,3,3,3,3,22,22,22,22,22,22,22,22,22,22
277,6,18,18,0,9,9,9,9,9,10,10,10,11,11,11,11,11,15,18,18,18,18,18,18
278,6,19,185,0,11,13,13,14,15,158,159,161,162,165,165,172,172,176,185,185,185,185,185,185
279,6,20,277,0,117,124,124,124,124,124,125,159,162,167,167,173,173,175,267,269,269,275,277,277
280,6,21,16,0,1,1,1,1,1,1,1,1,1,1,5,5,5,6,16,16,16,16,16,16
281,6,22,15,0,0,5,5,6,6,6,6,9,9,9,9,9,9,9,15,15,15,15,15,15
282,6,23,295,0,44,53,53,53,54,55,56,120,125,127,129,136,136,139,250,250,250,295,295,295
283,6,24,11,0,4,4,4,4,4,4,4,4,4,4,10,10,10,11,11,11,11,11,11,11
284,6,27,6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6
285,6,29,33,0,0,0,0,0,0,0,0,0,0,0,0,17,17,19,33,33,33,33,33,33
286,6,30,212,0,63,68,68,68,68,71,72,106,108,112,112,112,112,113,181,187,187,212,212,212
287,6,31,9,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,9,9,9,9,9
288,6,32,9,0,0,0,0,1,1,1,1,1,2,2,2,2,2,9,9,9,9,9,9,9
289,6,33,452,0,0,4,4,4,4,229,231,300,306,310,311,317,317,318,448,452,452,452,452,452
290,6,34,43,0,13,14,14,14,14,14,14,14,14,15,15,17,17,18,36,43,43,43,43,43
291,6,35,22,0,0,0,0,0,0,4,4,6,6,6,6,6,6,22,22,22,22,22,22,22
292,6,36,315,0,57,57,57,57,57,162,163,221,225,227,227,232,232,235,311,314,315,315,315,315
293,6,37,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,6,38,39,0,36,36,36,36,36,37,37,37,38,39,39,39,39,39,39,39,39,39,39,39
295,6,40,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,10,10,10,10,10,10
296,6,42,168,0,22,34,34,34,34,34,34,63,63,64,80,83,83,84,155,161,161,168,168,168
297,6,43,35,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,35,35,35
298,6,44,495,0,122,128,128,128,129,280,280,335,337,343,345,351,351,363,478,494,495,495,495,495
299,6,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3
300,6,46,284,0,52,52,52,52,53,179,181,202,203,208,209,212,212,213,278,278,284,284,284,284
301,6,47,14,0,5,9,9,9,9,10,10,12,13,13,13,14,14,14,14,14,14,14,14,14
302,6,48,7,0,3,3,3,3,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7
303,6,49,14,0,4,4,4,4,4,4,4,4,6,8,9,9,9,14,14,14,14,14,14,14
304,6,51,39,0,28,36,36,36,36,36,36,39,39,39,39,39,39,39,39,39,39,39,39,39
305,6,52,16,0,0,0,0,0,0,0,0,0,0,4,16,16,16,16,16,16,16,16,16,16
306,6,54,10,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,10,10,10,10
307,6,55,208,0,0,16,16,16,17,141,142,202,205,205,205,208,208,208,208,208,208,208,208,208
308,6,56,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
309,6,57,41,0,0,1,1,1,1,1,2,2,3,5,8,8,8,12,40,41,41,41,41,41
310,6,58,21,0,0,5,5,5,5,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21
311,6,59,47,0,0,0,0,0,0,7,7,7,7,8,20,23,23,24,46,46,46,47,47,47
312,6,60,136,0,111,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,136,136,136
313,6,62,65,0,53,53,53,53,53,53,53,53,56,56,56,56,56,56,64,65,65,65,65,65
314,6,63,36,0,3,25,25,25,25,25,25,25,25,25,33,33,33,33,36,36,36,36,36,36
315,6,64,67,0,7,8,8,8,8,8,9,9,10,12,16,16,16,17,41,41,41,67,67,67
316,6,65,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,6,66,84,0,1,2,2,2,2,50,51,83,84,84,84,84,84,84,84,84,84,84,84,84
318,6,67,3,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
319,6,68,125,0,104,105,105,105,105,105,105,105,105,105,105,105,105,106,121,123,125,125,125,125
320,6,69,3,0,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3
321,6,70,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4,4,4
322,6,71,50,0,3,3,3,3,3,5,5,26,27,28,28,28,28,28,33,34,34,48,50,50
323,6,72,69,0,40,43,43,44,44,45,45,45,45,45,46,46,51,58,67,67,69,69,69,69
324,6,74,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
325,6,75,54,0,0,0,0,0,0,0,0,50,50,53,53,53,53,54,54,54,54,54,54,54
326,6,76,48,0,5,5,5,5,5,5,5,5,5,8,35,35,35,35,48,48,48,48,48,48
327,6,77,141,0,109,109,109,109,109,109,109,110,112,113,113,119,119,120,140,140,141,141,141,141
328,6,78,151,0,0,0,0,0,0,6,6,31,31,32,32,132,132,135,151,151,151,151,151,151
329,6,79,44,0,0,0,0,0,0,0,0,0,0,1,5,5,5,17,42,44,44,44,44,44
330,6,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3
331,7,1,61,0,0,0,0,0,0,31,31,31,31,31,31,31,39,51,56,59,59,61,61,61
332,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4
333,7,4,5013,0,9,9,10,10,10,11,127,254,374,621,784,1059,1637,2174,2488,3176,4050,4986,5011,5013
334,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
335,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4
336,7,11,1392,0,4,4,4,4,4,5,5,15,139,236,436,575,968,1120,1156,1390,1391,1392,1392,1392
337,7,14,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
338,7,15,68,0,4,4,4,4,4,4,4,4,4,4,4,17,25,33,33,68,68,68,68,68
339,7,16,205,0,4,4,5,5,5,7,7,7,7,107,202,205,205,205,205,205,205,205,205,205
340,7,18,429,0,0,0,0,0,0,0,0,1,3,19,23,59,299,326,340,383,429,429,429,429
341,7,20,35,0,0,0,0,0,0,0,0,0,0,0,2,4,7,7,7,7,9,35,35,35
342,7,21,39,0,4,4,4,4,4,4,4,4,4,4,11,18,18,20,20,25,39,39,39,39
343,7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
344,7,24,482,0,0,0,0,0,0,1,1,4,46,71,74,177,315,349,358,445,482,482,482,482
345,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4
346,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
347,7,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16
348,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,15,15,15
349,7,31,72,0,0,0,0,0,0,0,0,0,0,0,5,5,8,12,13,15,22,71,72,72
350,7,32,75,0,0,0,0,0,0,0,0,0,0,0,0,6,68,75,75,75,75,75,75,75
351,7,33,544,0,0,0,0,0,0,2,2,5,18,38,41,142,331,430,439,503,544,544,544,544
352,7,34,7,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,6,7,7,7,7,7
353,7,36,410,0,0,0,0,0,0,0,0,0,2,2,13,40,271,359,359,380,410,410,410,410
354,7,40,7,0,0,0,0,0,0,0,0,1,3,3,3,3,3,6,6,7,7,7,7,7
355,7,42,50,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,50,50,50
356,7,43,31,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,24,31,31,31,31
357,7,44,151,0,0,0,0,0,9,9,9,11,11,19,19,47,108,122,127,134,151,151,151,151
358,7,46,864,0,0,0,0,0,2,4,4,5,83,148,245,365,551,656,671,836,864,864,864,864
359,7,47,9,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9
360,7,49,654,0,0,0,0,0,0,0,0,2,6,69,75,217,377,481,506,647,654,654,654,654
361,7,52,453,0,0,0,1,1,1,92,92,100,110,159,251,349,405,425,453,453,453,453,453,453
362,7,54,27,0,0,0,0,0,0,0,0,0,0,0,0,11,27,27,27,27,27,27,27,27
363,7,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,23,23,23,23
364,7,57,609,0,0,0,0,0,0,44,44,52,122,158,191,278,453,484,498,570,609,609,609,609
365,7,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3
366,7,59,8,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,8,8,8,8,8
367,7,60,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3
368,7,61,77,0,0,0,0,0,0,0,0,0,19,23,23,30,67,73,73,76,76,77,77,77
369,7,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,23,23,23,23,23
370,7,63,120,0,0,0,0,0,0,0,0,0,1,1,13,13,119,119,119,120,120,120,120,120
371,7,64,97,0,0,0,0,0,10,10,10,10,10,48,48,49,49,58,58,66,79,97,97,97
372,7,67,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,5,5,5,5,5
373,7,68,19,0,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,19,19,19,19,19
374,7,69,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,7,70,12,0,0,0,0,0,0,0,0,0,0,8,8,9,10,11,11,11,12,12,12,12
376,7,71,236,0,0,0,0,0,0,1,1,1,62,72,121,218,221,221,222,233,233,236,236,236
377,7,72,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45
378,7,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73
379,7,76,476,0,0,0,0,0,0,0,0,0,5,50,98,196,246,333,338,451,473,474,476,476
380,7,77,60,0,1,1,1,1,1,1,1,1,1,1,1,6,33,45,46,48,60,60,60,60
381,7,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
382,7,79,24,0,0,0,0,0,0,0,0,0,0,1,12,13,15,15,15,24,24,24,24,24
383,7,80,740,0,0,0,0,0,0,0,0,0,51,136,221,320,462,564,577,706,740,740,740,740
384,8,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,5,5,5,5,5
385,8,2,109,0,2,90,90,90,90,90,90,104,104,104,104,104,104,104,108,109,109,109,109,109
386,8,4,27,0,0,0,0,0,0,0,0,3,19,19,19,19,19,19,23,27,27,27,27,27
387,8,5,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
388,8,6,9,0,6,6,6,6,6,6,6,6,6,7,7,7,7,7,9,9,9,9,9,9
389,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
390,8,9,6,0,0,0,0,0,0,0,0,3,4,4,5,5,5,5,5,6,6,6,6,6
391,8,11,127,0,0,0,0,0,0,0,1,4,7,7,7,7,7,7,89,127,127,127,127,127
392,8,14,21,0,2,2,2,2,2,2,2,4,21,21,21,21,21,21,21,21,21,21,21,21
393,8,15,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
394,8,16,8,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
395,8,18,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,8,19,10,0,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
397,8,20,401,0,11,12,12,12,19,21,21,41,137,174,184,184,184,184,313,401,401,401,401,401
398,8,21,1913,0,1,1,1,1,5,6,29,136,918,1056,1062,1062,1062,1062,1482,1913,1913,1913,1913,1913
399,8,22,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3
400,8,23,20,0,1,1,1,1,1,1,6,6,18,18,18,18,18,18,20,20,20,20,20,20
401,8,24,208,0,1,1,1,1,4,4,4,4,136,155,155,155,155,155,163,208,208,208,208,208
402,8,27,454,0,153,180,180,180,183,186,186,186,191,241,241,241,241,241,364,454,454,454,454,454
403,8,28,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
404,8,30,250,0,2,10,10,10,12,12,13,15,78,102,102,102,102,102,229,250,250,250,250,250
405,8,31,475,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,327,475,475,475,475,475
406,8,32,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
407,8,33,22,0,0,0,0,0,0,0,0,0,18,20,20,20,20,20,22,22,22,22,22,22
408,8,34,1147,0,356,522,523,523,758,774,783,783,790,790,790,790,790,790,928,1147,1147,1147,1147,1147
409,8,35,17,0,0,0,0,0,0,0,0,2,6,6,6,6,6,6,17,17,17,17,17,17
410,8,36,476,0,3,3,3,3,5,6,6,6,433,446,446,446,446,446,463,476,476,476,476,476
411,8,37,5,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5
412,8,38,226,0,2,2,2,2,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
413,8,42,1906,0,334,463,463,463,687,777,803,898,950,1050,1065,1065,1065,1065,1466,1906,1906,1906,1906,1906
414,8,43,52,0,0,0,1,1,1,1,16,17,44,48,48,48,48,48,49,52,52,52,52,52
415,8,44,211,0,8,8,8,8,8,9,9,9,127,152,152,152,152,152,171,211,211,211,211,211
416,8,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
417,8,46,48,0,1,1,1,1,5,5,5,11,12,12,12,12,12,12,43,48,48,48,48,48
418,8,47,84,0,6,16,16,16,20,25,25,26,70,78,84,84,84,84,84,84,84,84,84,84
419,8,49,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
420,8,51,238,0,9,81,81,81,186,186,187,202,238,238,238,238,238,238,238,238,238,238,238,238
421,8,52,32,0,0,0,0,0,0,0,0,0,10,25,29,29,29,29,32,32,32,32,32,32
422,8,54,16,0,0,1,1,1,2,2,2,2,6,6,6,6,6,6,15,16,16,16,16,16
423,8,55,30,0,0,3,3,3,23,26,28,28,30,30,30,30,30,30,30,30,30,30,30,30
424,8,56,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4
425,8,57,534,0,10,11,11,11,11,11,14,43,279,395,395,395,395,395,486,534,534,534,534,534
426,8,58,92,0,0,0,0,0,0,0,1,1,74,87,87,87,87,87,89,92,92,92,92,92
427,8,59,1852,0,393,563,563,563,576,619,624,626,1131,1246,1263,1263,1263,1263,1651,1852,1852,1852,1852,1852
428,8,60,58,0,2,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58
429,8,61,19,0,8,8,8,8,8,8,8,8,16,16,16,16,16,16,18,19,19,19,19,19
430,8,62,103,0,18,20,20,20,20,22,22,29,49,49,49,49,49,49,91,103,103,103,103,103
431,8,63,126,0,1,68,68,68,68,68,68,68,84,86,86,86,86,86,124,126,126,126,126,126
432,8,64,582,0,2,2,2,2,4,4,6,11,167,173,173,173,173,173,358,582,582,582,582,582
433,8,65,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
434,8,66,28,0,1,2,2,2,21,23,23,26,28,28,28,28,28,28,28,28,28,28,28,28
435,8,67,12,0,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12
436,8,68,74,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,14,74,74,74,74,74
437,8,69,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,8,70,2906,0,1,86,86,86,86,86,86,234,1707,1902,1910,1910,1910,1910,2394,2906,2906,2906,2906,2906
439,8,71,162,0,0,4,4,4,4,5,5,6,108,135,135,135,135,135,159,162,162,162,162,162
440,8,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
441,8,74,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
442,8,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
443,8,76,29,0,7,7,7,7,7,7,7,7,10,14,14,14,14,14,28,29,29,29,29,29
444,8,77,1025,0,0,0,0,0,0,0,0,3,763,827,827,827,827,827,926,1025,1025,1025,1025,1025
445,8,78,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2
446,8,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,12,12,12,12
447,8,80,26,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,26,26,26,26,26,26
448,9,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,9,4,3,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
450,9,5,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
451,9,6,13,0,0,0,0,5,5,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13
452,9,8,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
453,9,14,10,0,0,0,1,1,3,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10
454,9,15,24,0,0,0,1,16,17,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24
455,9,18,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,9,19,553,0,0,0,22,132,241,513,513,553,553,553,553,553,553,553,553,553,553,553,553,553
457,9,20,16,0,0,0,0,0,1,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
458,9,21,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
459,9,22,9,0,0,0,0,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9
460,9,23,145,0,0,0,0,49,122,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
461,9,29,28,0,0,0,1,1,1,14,14,28,28,28,28,28,28,28,28,28,28,28,28,28
462,9,30,11,0,0,0,2,2,2,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11
463,9,32,9,0,1,1,1,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
464,9,35,297,0,0,0,20,20,91,228,228,297,297,297,297,297,297,297,297,297,297,297,297,297
465,9,36,3,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
466,9,37,22,0,0,0,0,1,3,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
467,9,40,56,0,0,0,5,6,20,47,47,56,56,56,56,56,56,56,56,56,56,56,56,56
468,9,42,9,0,0,0,2,3,4,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9
469,9,43,23,0,5,5,5,10,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
470,9,44,7,0,0,0,1,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
471,9,45,65,0,0,0,4,4,9,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
472,9,46,17,0,2,2,2,3,11,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17
473,9,47,20,0,0,0,0,0,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
474,9,48,66,0,0,0,0,22,53,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66
475,9,49,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
476,9,51,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,9,52,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,9,54,8,0,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
479,9,55,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,9,57,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
481,9,59,4,0,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
482,9,60,20,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
483,9,62,15,0,0,0,1,1,8,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15
484,9,64,29,0,0,0,0,0,27,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29
485,9,66,422,0,0,0,2,35,72,306,306,422,422,422,422,422,422,422,422,422,422,422,422,422
486,9,67,30,0,0,0,1,17,18,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30
487,9,68,33,0,0,0,0,0,28,29,29,33,33,33,33,33,33,33,33,33,33,33,33,33
488,9,69,247,0,0,0,7,51,125,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
489,9,70,6,0,0,0,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
490,9,71,21,0,0,0,3,5,7,9,9,21,21,21,21,21,21,21,21,21,21,21,21,21
491,9,72,82,0,0,0,5,10,11,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
492,9,74,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
493,9,75,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,9,76,15,0,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15
495,9,77,15,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15
496,9,78,35,0,0,0,0,0,2,27,27,35,35,35,35,35,35,35,35,35,35,35,35,35
497,10,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
498,10,4,80,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,80
499,10,5,1899,0,3,3,5,5,5,5,5,5,5,5,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899
500,10,6,2,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
501,10,8,6,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
502,10,9,140,0,0,0,0,0,4,4,4,4,5,5,140,140,140,140,140,140,140,140,140,140
503,10,12,9,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9
504,10,14,42,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
505,10,15,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,10,16,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,10,18,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
508,10,19,24,0,1,1,1,4,4,4,5,5,5,5,24,24,24,24,24,24,24,24,24,24
509,10,20,4,0,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
510,10,22,2,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
511,10,23,5,0,0,0,0,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5
512,10,28,8,0,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8
513,10,29,36,0,0,0,1,2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
514,10,30,5,0,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5
515,10,32,5,0,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
516,10,34,2644,0,1,1,1,5,109,109,109,109,109,146,2644,2644,2644,2644,2644,2644,2644,2644,2644,2644
517,10,35,95,0,0,0,1,1,12,12,12,12,12,40,95,95,95,95,95,95,95,95,95,95
518,10,36,6,0,2,2,2,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6
519,10,37,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
520,10,38,576,0,2,2,6,6,575,575,575,575,576,576,576,576,576,576,576,576,576,576,576,576
521,10,40,9,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9
522,10,42,2918,0,1,1,1,52,72,73,73,73,73,73,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918
523,10,43,2499,0,0,0,0,42,315,315,315,315,315,315,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499
524,10,44,56,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56
525,10,45,3823,0,0,0,2,135,135,135,135,135,137,232,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823
526,10,46,136,0,0,0,0,0,36,36,36,36,36,36,136,136,136,136,136,136,136,136,136,136
527,10,47,3438,0,2,2,2,233,314,314,314,314,314,314,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438
528,10,48,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,10,49,669,0,0,0,0,0,0,0,0,0,1,1,669,669,669,669,669,669,669,669,669,669
530,10,51,5,0,0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
531,10,52,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
532,10,54,368,0,0,0,1,131,358,358,358,358,358,358,368,368,368,368,368,368,368,368,368,368
533,10,55,29,0,1,1,1,21,26,26,29,29,29,29,29,29,29,29,29,29,29,29,29,29
534,10,56,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
535,10,59,17,0,0,0,0,0,0,0,0,0,0,1,17,17,17,17,17,17,17,17,17,17
536,10,60,2,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
537,10,61,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,10,62,17,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
