,source,target,total_freq,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
2040,36,64,60,0,2,6,6,8,10,20,20,24,24,36,48,60,60,60,60,60,60,60,60,60
2041,36,65,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2042,36,66,82,16,16,36,36,38,38,40,42,46,72,76,82,82,82,82,82,82,82,82,82,82
2043,36,67,74,64,64,64,64,64,64,64,64,68,74,74,74,74,74,74,74,74,74,74,74,74
2044,36,68,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4
2045,36,69,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2046,36,70,99,4,4,8,12,12,12,13,13,17,45,59,91,99,99,99,99,99,99,99,99,99
2047,36,71,2546,72,1008,1504,1686,1890,1892,1932,1932,2158,2390,2408,2534,2546,2546,2546,2546,2546,2546,2546,2546,2546
2048,36,72,76,68,68,68,70,72,72,72,72,72,76,76,76,76,76,76,76,76,76,76,76,76
2049,36,74,92,88,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
2050,36,75,40,0,0,0,0,0,0,0,0,38,38,40,40,40,40,40,40,40,40,40,40,40
2051,36,76,580,74,78,78,78,78,78,78,78,374,518,544,554,580,580,580,580,580,580,580,580,580
2052,36,77,164,0,0,0,0,0,0,0,0,0,82,94,142,164,164,164,164,164,164,164,164,164
2053,36,78,16,0,0,0,0,0,0,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16
2054,36,80,214,0,0,0,0,0,0,0,0,0,2,18,184,214,214,214,214,214,214,214,214,214
2055,37,1,25,0,6,6,7,7,7,9,9,9,9,9,9,9,9,11,18,18,25,25,25,25
2056,37,2,54,0,29,29,33,33,33,33,33,34,34,34,53,53,53,53,53,54,54,54,54,54
2057,37,4,18,0,0,0,1,1,1,1,1,1,1,1,1,3,7,9,17,18,18,18,18,18
2058,37,5,26,0,15,15,22,22,22,22,22,22,22,22,22,23,23,23,25,25,26,26,26,26
2059,37,6,12,0,6,7,7,7,7,7,7,7,7,7,7,7,7,8,12,12,12,12,12,12
2060,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2061,37,8,52,0,40,40,44,44,45,45,45,46,46,46,46,47,47,47,50,52,52,52,52,52
2062,37,9,202,0,0,0,7,13,14,18,18,21,23,23,32,50,63,94,124,157,194,200,202,202
2063,37,11,22,0,0,0,15,17,17,17,17,17,17,17,17,17,17,20,20,20,22,22,22,22
2064,37,12,1401,0,0,73,589,589,589,589,589,609,614,614,651,917,917,1086,1180,1321,1401,1401,1401,1401
2065,37,14,7,0,1,1,3,3,3,3,3,4,4,4,4,4,4,6,6,7,7,7,7,7
2066,37,15,73,0,0,0,1,1,1,2,2,4,4,4,4,5,6,11,22,24,72,73,73,73
2067,37,16,13,0,0,1,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2068,37,18,260,0,5,21,58,58,60,63,63,63,63,63,86,164,176,208,231,231,257,260,260,260
2069,37,19,121,0,19,37,45,48,49,54,54,78,87,87,87,101,105,116,121,121,121,121,121,121
2070,37,20,53,0,6,6,9,9,9,11,11,11,11,11,11,24,26,33,35,39,53,53,53,53
2071,37,21,11,0,0,0,2,2,2,3,3,4,4,4,5,5,5,6,11,11,11,11,11,11
2072,37,22,88,0,0,1,8,8,10,15,15,16,16,16,16,70,74,75,85,87,88,88,88,88
2073,37,23,88,0,32,34,35,35,35,35,35,39,39,39,39,47,52,53,57,66,82,88,88,88
2074,37,24,30,0,20,20,24,24,24,24,24,25,25,25,25,27,27,30,30,30,30,30,30,30
2075,37,27,23,0,6,6,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23,23,23,23
2076,37,28,23,0,10,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2077,37,29,45,0,16,22,23,23,23,24,24,24,24,24,24,27,27,30,30,35,45,45,45,45
2078,37,30,19,0,8,11,11,11,11,11,11,12,12,12,12,12,14,16,17,17,19,19,19,19
2079,37,31,16,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,15,15,16,16,16,16
2080,37,32,1973,0,122,238,859,991,1127,1218,1218,1222,1222,1222,1225,1502,1630,1973,1973,1973,1973,1973,1973,1973
2081,37,33,27,0,0,0,4,9,10,10,10,10,10,10,10,12,12,18,19,19,27,27,27,27
2082,37,34,35,0,3,3,5,5,5,5,5,6,6,6,6,22,22,29,29,29,35,35,35,35
2083,37,35,3943,0,0,424,1164,1164,1320,1526,1526,1545,1546,1547,1582,2181,2360,3240,3536,3940,3943,3943,3943,3943
2084,37,36,44,0,8,9,9,9,9,9,9,9,9,9,9,38,40,40,40,41,44,44,44,44
2085,37,38,8,0,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2086,37,40,150,0,0,3,14,14,22,24,24,24,24,24,37,45,46,68,70,75,150,150,150,150
2087,37,42,59,0,5,5,8,10,10,10,10,12,12,12,12,20,22,37,46,54,59,59,59,59
2088,37,43,31,0,0,0,0,0,0,5,5,5,5,5,5,7,7,9,15,15,31,31,31,31
2089,37,44,88,0,34,43,48,48,49,49,49,49,49,49,49,51,52,60,72,80,87,87,88,88
2090,37,45,31,0,0,0,2,2,2,3,3,3,3,3,3,5,5,8,20,22,29,31,31,31
2091,37,46,113,0,32,34,39,39,39,42,42,42,42,43,44,45,45,59,77,78,113,113,113,113
2092,37,47,30,0,16,20,20,23,23,23,23,23,23,23,23,28,29,30,30,30,30,30,30,30
2093,37,48,16,0,6,6,10,10,13,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16
2094,37,49,113,0,6,6,10,10,10,10,10,11,13,13,17,30,37,49,55,58,107,111,113,113
2095,37,51,12,0,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2096,37,52,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
2097,37,54,22,0,0,3,5,6,6,7,7,7,7,7,7,7,7,13,15,18,22,22,22,22
2098,37,55,16,0,5,5,12,12,12,12,12,13,13,13,13,16,16,16,16,16,16,16,16,16
2099,37,56,30,0,11,11,11,11,11,12,12,12,12,12,12,12,12,17,17,17,30,30,30,30
2100,37,57,70,0,0,0,0,0,0,0,0,0,0,0,24,35,36,42,64,64,70,70,70,70
2101,37,59,46,0,0,0,4,4,4,4,4,5,5,5,5,11,12,24,24,24,46,46,46,46
2102,37,60,6396,0,5,5,1079,1482,1486,1634,1634,1670,1680,1680,1803,2431,2850,3483,3757,4279,5810,6394,6396,6396
2103,37,61,21,0,9,9,10,10,10,10,10,10,10,10,10,13,13,18,18,19,21,21,21,21
2104,37,62,5971,0,202,915,1862,2123,2292,2531,2531,2545,2546,2546,2546,2829,3145,4292,4492,5040,5952,5971,5971,5971
2105,37,63,23,0,0,0,0,0,1,1,1,1,1,1,1,16,16,22,23,23,23,23,23,23
2106,37,64,91,0,31,31,33,39,39,39,39,39,39,39,64,67,67,71,75,75,91,91,91,91
2107,37,65,6155,0,300,695,2391,2989,2989,2989,2989,2989,2989,2989,3045,3045,3045,3045,3767,4616,6155,6155,6155,6155
2108,37,66,76,0,7,44,64,66,67,74,74,75,76,76,76,76,76,76,76,76,76,76,76,76
2109,37,67,5959,0,40,667,1610,1832,2044,2278,2278,2287,2290,2290,2446,3160,3249,4135,4302,4927,5780,5957,5959,5959
2110,37,68,103,0,0,32,40,40,41,41,41,41,41,41,51,66,70,84,88,93,102,102,103,103
2111,37,69,171,0,15,51,61,70,74,82,82,84,85,85,89,116,125,171,171,171,171,171,171,171
2112,37,70,41,0,4,7,11,11,11,11,11,12,12,12,12,24,24,26,28,31,41,41,41,41
2113,37,71,19,0,3,6,6,6,6,8,8,8,8,8,8,9,9,9,9,9,19,19,19,19
2114,37,72,230,0,5,10,21,25,27,31,31,31,32,32,35,56,61,94,109,129,228,230,230,230
2115,37,74,80,0,13,13,13,13,62,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2116,37,75,48,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,32,38,47,48,48,48
2117,37,76,60,0,6,6,6,6,6,6,6,6,6,6,6,17,18,22,33,37,60,60,60,60
2118,37,77,21,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,20,20,21,21,21,21
2119,37,78,41,0,0,0,0,0,1,6,6,9,10,10,13,17,17,37,37,41,41,41,41,41
2120,37,79,172,0,0,0,0,0,0,0,0,0,0,0,23,51,54,72,133,137,172,172,172,172
2121,37,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,4
2122,38,2,13,0,0,0,0,0,0,0,0,11,13,13,13,13,13,13,13,13,13,13,13,13
2123,38,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2124,38,5,4,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2125,38,6,6,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
2126,38,8,15,0,0,0,1,1,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2127,38,9,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2128,38,14,4,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
2129,38,15,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
2130,38,19,3,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2131,38,20,4,0,0,0,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4
2132,38,23,222,0,0,0,0,1,4,7,7,118,222,222,222,222,222,222,222,222,222,222,222,222
2133,38,25,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2134,38,28,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2135,38,29,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2136,38,30,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2137,38,32,9,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9
2138,38,34,111,0,0,0,0,0,12,26,26,39,111,111,111,111,111,111,111,111,111,111,111,111
2139,38,35,10,0,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10,10
2140,38,36,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2141,38,40,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
2142,38,42,66,0,0,0,4,4,23,35,35,66,66,66,66,66,66,66,66,66,66,66,66,66
2143,38,43,326,0,0,0,1,1,9,11,11,123,326,326,326,326,326,326,326,326,326,326,326,326
2144,38,44,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2145,38,45,247,0,0,0,2,2,8,14,14,132,247,247,247,247,247,247,247,247,247,247,247,247
2146,38,46,20,0,0,0,0,0,0,0,0,2,20,20,20,20,20,20,20,20,20,20,20,20
2147,38,47,497,0,1,1,4,4,20,25,25,187,497,497,497,497,497,497,497,497,497,497,497,497
2148,38,48,3,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2149,38,51,33,0,0,0,4,9,30,30,30,30,33,33,33,33,33,33,33,33,33,33,33,33
2150,38,52,9,0,0,0,0,0,0,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9
2151,38,54,16,0,0,0,1,1,6,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16
2152,38,55,150,0,0,0,3,3,15,22,22,99,150,150,150,150,150,150,150,150,150,150,150,150
2153,38,59,4,0,0,0,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
2154,38,60,3,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2155,38,62,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2156,38,64,87,0,2,2,2,2,8,9,9,24,87,87,87,87,87,87,87,87,87,87,87,87
2157,38,66,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2158,38,68,399,0,0,0,1,1,3,10,10,113,399,399,399,399,399,399,399,399,399,399,399,399
2159,38,69,4,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
2160,38,70,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2161,38,71,6,0,1,1,1,1,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6
2162,38,72,7,0,0,0,2,4,4,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
2163,38,74,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2164,38,75,6,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
2165,38,76,3,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3
2166,38,77,136,0,0,0,0,0,0,0,0,0,136,136,136,136,136,136,136,136,136,136,136,136
2167,38,78,59,0,0,0,0,0,0,4,4,59,59,59,59,59,59,59,59,59,59,59,59,59
2168,40,2,8,0,0,2,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2169,40,5,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2170,40,6,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2171,40,8,7,0,0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2172,40,9,7,0,0,0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2173,40,11,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2174,40,12,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2175,40,14,27,0,0,0,22,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
2176,40,15,40,0,2,10,26,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2177,40,18,19,0,0,2,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2178,40,19,67,0,5,29,48,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2179,40,20,6,0,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2180,40,22,18,0,0,0,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2181,40,23,14,0,1,1,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2182,40,24,4,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2183,40,27,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2184,40,28,4,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2185,40,29,98,0,1,13,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2186,40,30,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,40,32,15,0,1,1,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2188,40,33,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2189,40,35,44,0,0,2,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
2190,40,37,5,0,0,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2191,40,38,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2192,40,42,4,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2193,40,43,13,0,0,0,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2194,40,44,44,0,0,6,40,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
2195,40,45,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2196,40,46,60,0,0,6,56,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
2197,40,47,15,0,0,1,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2198,40,48,42,0,1,4,19,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2199,40,49,120,0,0,0,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
2200,40,51,4,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2201,40,52,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2202,40,54,17,0,1,5,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2203,40,55,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2204,40,59,6,0,0,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2205,40,60,39,0,0,0,8,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2206,40,62,103,0,10,27,89,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
2207,40,63,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2208,40,64,13,0,4,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2209,40,65,4,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2210,40,66,47,0,0,7,29,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2211,40,67,19,0,0,8,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2212,40,68,22,0,0,10,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2213,40,69,637,0,24,165,416,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637
2214,40,70,20,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2215,40,71,44,0,0,0,27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
2216,40,72,638,0,11,59,358,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638
2217,41,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2218,41,2,14,0,9,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2219,41,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2220,41,8,35,0,6,22,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2221,41,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2222,41,18,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2223,41,21,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2224,41,27,26,21,21,21,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2225,41,28,23,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2226,41,29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2227,41,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2228,41,32,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2229,41,34,67,14,44,58,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2230,41,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2231,41,37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2232,41,38,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2233,41,40,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2234,41,42,46,0,17,29,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
2235,41,47,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2236,41,48,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2237,41,49,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2238,41,51,13,0,6,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2239,41,54,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2240,41,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2241,41,56,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2242,41,57,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2243,41,59,27,0,8,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
2244,41,60,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2245,41,62,8,0,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2246,41,63,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2247,41,64,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2248,41,69,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2249,41,70,26,20,21,23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2250,41,71,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2251,41,74,47,20,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2252,41,76,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2253,42,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,19,20,20,24,30,31,31,31
2254,42,2,45,0,0,1,4,4,7,7,7,7,7,7,7,7,20,22,24,39,45,45,45,45
2255,42,4,19,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,11,19,19,19
2256,42,5,486,0,97,102,152,153,153,153,153,153,153,153,153,153,153,176,222,432,486,486,486,486
2257,42,6,82,0,39,62,62,62,62,71,71,71,71,71,71,71,71,72,81,81,81,82,82,82
2258,42,8,762,0,37,103,113,146,160,502,502,502,502,502,502,502,502,502,542,762,762,762,762,762
2259,42,9,21,0,0,0,9,9,9,9,9,9,9,9,9,9,9,19,19,21,21,21,21,21
2260,42,11,97,0,3,7,8,9,9,58,58,58,58,58,58,77,85,94,95,95,95,97,97,97
2261,42,14,46,0,4,4,7,17,19,19,19,19,19,19,19,25,29,29,29,29,46,46,46,46
2262,42,15,7,0,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7
2263,42,16,77,0,1,2,2,2,2,70,70,70,70,70,70,70,77,77,77,77,77,77,77,77
2264,42,18,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
2265,42,19,29,0,1,21,21,21,21,21,21,21,21,21,21,21,21,29,29,29,29,29,29,29
2266,42,20,1886,0,112,145,146,146,147,235,235,235,235,235,235,398,674,894,950,1140,1437,1882,1886,1886
2267,42,21,918,0,6,64,196,211,236,272,272,272,272,272,272,297,388,604,639,707,918,918,918,918
2268,42,22,5,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5
2269,42,23,138,0,7,8,16,16,16,16,16,16,16,16,16,19,28,69,82,87,137,138,138,138
2270,42,24,143,0,0,1,1,1,1,1,1,1,1,1,1,40,81,103,105,140,142,143,143,143
2271,42,25,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2272,42,27,317,0,11,15,119,119,119,119,119,119,119,119,119,173,203,268,276,288,317,317,317,317
2273,42,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6
2274,42,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,9,9
2275,42,30,1681,0,57,90,111,167,170,264,264,264,264,264,264,264,562,848,904,967,1213,1681,1681,1681
2276,42,31,530,0,0,0,0,0,0,0,0,0,0,0,0,53,213,334,348,412,520,529,530,530
2277,42,32,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2278,42,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4
2279,42,34,1795,0,195,300,448,484,488,836,836,836,836,836,836,850,1051,1347,1352,1494,1795,1795,1795,1795
2280,42,35,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2
2281,42,36,880,0,8,84,92,94,96,128,128,128,128,128,128,377,526,760,778,781,880,880,880,880
2282,42,37,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
2283,42,38,102,0,88,88,97,97,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2284,42,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2285,42,43,177,0,4,4,5,8,15,25,25,25,25,25,25,35,37,80,96,105,117,177,177,177
2286,42,44,437,0,10,18,19,95,95,192,192,192,192,192,192,210,352,420,422,435,437,437,437,437
2287,42,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2288,42,46,228,0,9,13,13,14,15,34,34,34,34,34,34,56,102,185,189,204,228,228,228,228
2289,42,47,1249,0,70,142,152,160,166,523,523,523,523,523,523,691,1014,1249,1249,1249,1249,1249,1249,1249
2290,42,49,41,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,41,41
2291,42,51,132,0,27,51,90,119,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
2292,42,52,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,93,93,93,93,93,93
2293,42,54,174,0,1,5,6,6,6,16,16,16,16,16,16,17,20,45,45,145,174,174,174,174
2294,42,55,337,0,0,3,25,27,27,63,63,63,63,63,63,210,337,337,337,337,337,337,337,337
2295,42,56,10,0,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,9,10,10,10,10
2296,42,57,289,0,14,14,14,14,14,19,19,19,19,19,19,61,98,188,217,252,289,289,289,289
2297,42,58,11,0,0,4,4,4,4,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11
2298,42,59,1464,0,104,217,318,351,354,358,358,358,358,358,358,437,742,1019,1064,1201,1363,1464,1464,1464
2299,42,60,50,0,6,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50
2300,42,61,22,0,2,2,2,2,2,2,2,2,2,2,2,2,17,17,18,22,22,22,22,22
2301,42,62,53,0,3,3,13,13,13,13,13,13,13,13,13,13,24,26,31,53,53,53,53,53
2302,42,63,20,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,20,20,20,20,20,20
2303,42,64,1072,0,23,62,156,159,165,213,213,213,213,213,213,335,405,621,639,802,946,1071,1072,1072
2304,42,65,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2305,42,66,12,0,2,5,6,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2306,42,67,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
