pairname,pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,total
41,0.3-0.8,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.3333,0.6667,0.3333,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,7.6667
42,0.3-0.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43,0.3-1.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44,0.4-0.0,0.4125,0.9125,0.8000,0.5000,0.1375,0.2500,0.1625,0.1625,0.4250,0.3250,0.8875,0.5875,1.0500,0.6500,0.5875,0.9625,1.1750,0.3000,0.0875,0.0250,10.4000
45,0.4-0.1,0.1923,0.6538,0.4231,0.4615,0.1538,0.0769,0.2308,0.0385,0.2308,0.2308,0.8077,0.6154,1.0000,0.5385,0.6538,0.8077,1.0769,0.2692,0.0000,0.0385,8.5000
46,0.4-0.2,0.3750,0.6250,0.0000,0.3750,0.1250,0.3750,0.1250,0.1250,0.6250,0.6250,1.2500,0.7500,1.1250,0.6250,0.5000,0.8750,1.2500,0.1250,0.2500,0.0000,10.1250
47,0.4-0.3,0.3333,0.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,1.0000,0.5000,0.6667,0.1667,0.1667,0.5000,0.3333,0.1667,0.0000,0.0000,5.8333
48,0.4-0.4,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000
49,0.4-0.5,0.2500,0.5000,0.5000,0.2500,0.0000,0.2500,0.2500,0.0000,0.5000,0.2500,1.0000,0.2500,1.0000,0.5000,1.0000,1.5000,0.7500,0.2500,0.0000,0.2500,9.2500
50,0.4-0.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51,0.4-0.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52,0.4-0.8,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.5000,0.0000,0.5000,7.0000
